chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
17	7081622	7081721	augPB-12430.t1	0	0	0	4	0	ENSG00000004975.12	DVL2
17	44202898	44203015	augPB-12748.t1	16	8	13	5	13	ENSG00000159217.10	IGF2BP1
17	49365440	49365515	augPB-12833.t1	0	0	0	4	0	ENSG00000141698.17	NT5C3B
17	60497686	60497874	augPB-12984.t1	2	1	4	10	40	ENSG00000171634.18	BPTF
17	61005762	61005924	augPB-12991.t1	0	0	0	4	0	ENSG00000070540.13	WIPI1
17	72657354	72657534	augPB-13107.t1	0	0	52	6	354	ENSG00000167291.16	TBC1D16
17	74717691	74717855	augPB-13153.t2	4	1	0	3	10	ENSG00000169750.9	RAC3
18	16144010	16144077	augPB-8794.t1	0	0	0	7	0	ENSG00000141446.11	ESCO1
18	18915869	18915935	augPB-8809.t1	0	0	0	8	1	ENSG00000141447.18	OSBPL1A
18	54147138	54147239	augPB-8911.t3	18	15	9	14	22	ENSG00000074657.13	ZNF532
18	72822644	72822677	augPB-8948.t1	0	0	0	3	1	ENSG00000265844.1	AC100863.1
19	7023429	7023518	augPB-14938.t2	0	0	7	3	63	ENSG00000130544.12	ZNF557
19	7023450	7023518	augPB-14938.t1	0	0	1	4	7	ENSG00000130544.12	ZNF557
19	7024155	7024285	augPB-14938.t1	0	0	8	8	72	ENSG00000130544.12	ZNF557
19	10160418	10160512	augPB-14992.t1	1	5	0	7	1	ENSG00000130816.16	DNMT1
19	19404396	19404566	augPB-15194.t3	0	0	0	4	0	ENSG00000184162.14	NR2C2AP
19	20121537	20121664	augPB-15208.t3	0	0	0	3	0	ENSG00000256771.4	ZNF253
19	20122165	20122258	augPB-15208.t3	0	0	0	3	0	ENSG00000256771.4	ZNF253
19	20348973	20349108	augPB-15210.t1	0	0	0	14	20	ENSG00000197124.12	ZNF682
19	21408469	21408568	augPB-15218.t1	6	4	5	3	27	ENSG00000196705.8	ZNF431
19	22029423	22029506	augPB-15223.t3	0	0	0	3	0	ENSG00000198521.11	ZNF43
19	23036540	23036667	augPB-15228.t1	0	0	5	8	0	ENSG00000268589.1	AC011467.2
19	23037160	23037256	augPB-15228.t1	0	0	5	8	0	ENSG00000268589.1	AC011467.2
19	32594591	32594724	augPB-15277.t1	0	0	0	3	11	ENSG00000168661.14	ZNF30
19	32731013	32731082	augPB-15280.t3	0	0	0	5	0	ENSG00000105707.14	HPN
19	38341179	38341329	augPB-15397.t1	1	0	2	3	38	ENSG00000160392.13	C19orf47
19	40028823	40028853	augCGP-14629.t1	0	0	0	3	0	ENSG00000076928.17	ARHGEF1
19	43766042	43766140	augPB-15504.t2	3	1	7	6	37	ENSG00000125753.14	VASP
19	49140821	49140847	augPB-15642.t1	0	0	0	41	149	ENSG00000167747.14	C19orf48
19	50823383	50823509	augPB-15675.t1	0	0	0	3	0	ENSG00000167555.14	ZNF528
19	56579629	56579750	augPB-15764.t2	0	4	0	5	1	ENSG00000121417.14	ZNF211
20	21087260	21087366	augPB-14387.t1	0	0	0	3	0	ENSG00000213742.7	ZNF337-AS1
20	42283452	42283501	augPB-14579.t2	0	0	0	4	6	ENSG00000101457.13	DNTTIP1
20	54803801	54803948	augPB-14662.t1	0	15	24	27	503	ENSG00000124224.17	PPP4R1L
20	60333321	60333422	augPB-14720.t1	0	0	0	3	14	ENSG00000125520.14	SLC2A4RG
20	60536588	60536903	augPB-14726.t3	0	0	1	5	1	ENSG00000198276.16	UCKL1
21	32109798	32109897	augCGP-15143.t1	0	0	0	3	0	ENSG00000142182.9	DNMT3L
22	8695069	8695146	augPB-11224.t1	0	0	0	8	18	ENSG00000189269.12	DRICH1
22	8696556	8696578	augPB-11224.t1	0	0	0	6	23	ENSG00000189269.12	DRICH1
22	8697605	8697635	augPB-11224.t1	0	0	0	6	26	ENSG00000189269.12	DRICH1
22	8703509	8703592	augPB-11224.t1	0	0	0	7	0	ENSG00000189269.12	DRICH1
22	8704070	8704092	augPB-11224.t1	0	0	0	3	22	ENSG00000189269.12	DRICH1
22	8706293	8706382	augPB-11224.t1	0	0	0	3	0	ENSG00000189269.12	DRICH1
22	8706847	8706869	augPB-11224.t1	0	0	0	7	22	ENSG00000189269.12	DRICH1
22	8709068	8709157	augPB-11224.t1	0	0	0	7	0	ENSG00000189269.12	DRICH1
22	8737697	8737840	augPB-11225.t2	0	0	0	4	1	ENSG00000272733.1	AP000345.2
22	8742358	8742441	augPB-11225.t2	0	0	0	5	1	ENSG00000272733.1	AP000345.2
22	10492067	10492184	augPB-11232.t1	0	0	0	4	0	ENSG00000100099.20	HPS4
22	22028633	22028780	augPB-11341.t2	0	0	0	6	0	ENSG00000100116.16	GCAT
2a	5538533	5538820	augPB-13268.t2	3	1	6	8	21	ENSG00000158417.11	EIF5B
2a	15500103	15500192	augPB-13296.t3	0	0	0	4	0	ENSG00000163006.12	CCDC138
2a	37201313	37201546	augPB-13419.t2	0	2	2	3	2	ENSG00000075292.19	ZNF638
2a	81982913	81983240	augPB-13624.t1	0	0	0	3	0	ENSG00000138030.13	KHK
2a	88824509	88824644	augPB-13665.t4	16	20	28	4	38	ENSG00000055917.15	PUM2
2b	21304219	21304398	augPB-1085.t3	2	1	0	3	19	ENSG00000048991.16	R3HDM1
2b	38516880	38516984	augPB-1120.t4	49	51	56	30	138	ENSG00000196504.17	PRPF40A
2b	44541323	44541449	augPB-1129.t2	2	1	2	3	15	ENSG00000144283.21	PKP4
2b	88521339	88521504	augPB-1295.t1	2	13	6	3	20	ENSG00000003393.15	ALS2
2b	102324504	102324621	augPB-1339.t1	0	0	0	8	0	ENSG00000138363.15	ATIC
2b	105832060	105832175	augPB-1369.t7	0	0	0	12	0	ENSG00000135912.11	TTLL4
2b	106316880	106317033	augPB-1382.t2	3	1	3	7	10	ENSG00000163516.14	ANKZF1
2b	114189223	114189286	augPB-1418.t1	0	0	0	9	0	ENSG00000144468.17	RHBDD1
2b	120804489	120804597	augPB-1458.t3	7	5	7	5	156	ENSG00000085982.13	USP40
2b	120825006	120825074	augPB-1458.t3	0	0	0	8	155	ENSG00000085982.13	USP40
3	8386274	8386367	augCGP-15831.t1	0	0	0	4	0	ENSG00000251474.6	RPL32P3
3	13215312	13215414	augPB-3107.t2	0	0	0	4	34	ENSG00000160145.15	KALRN
3	85220949	85221071	augPB-3330.t2	0	0	0	13	261	ENSG00000180376.17	CCDC66
3	89058240	89058390	augPB-3350.t1	0	0	0	18	11	ENSG00000114904.13	NEK4
3	97413478	97413627	augPB-3490.t1	0	0	0	9	0	ENSG00000178917.16	ZNF852
3	99709643	99709997	augPB-3508.t3	4	7	5	5	26	ENSG00000182606.16	TRAK1
3	99709841	99709997	augCGP-16302.t1	14	22	2	7	118	ENSG00000182606.16	TRAK1
3	165573656	165573739	augPB-3743.t1	1	1	1	6	234	ENSG00000173905.9	GOLIM4
3	192313069	192313216	augPB-3846.t1	0	0	0	3	10	ENSG00000145014.17	TMEM44
4	37439608	37439838	augPB-9794.t2	0	0	0	14	0	ENSG00000169299.14	PGM2
4	40060686	40060890	augPB-9812.t2	3	2	2	6	89	ENSG00000163694.15	RBM47
4	41303867	41303994	augPB-9816.t1	0	0	0	35	0	ENSG00000064042.18	LIMCH1
4	49868278	49868372	augPB-9843.t1	0	17	0	7	0	ENSG00000145241.11	CENPC
4	62865208	62865297	augPB-9866.t3	7	26	6	3	55	ENSG00000157404.15	KIT
4	128615452	128615494	augPB-10081.t2	0	1	0	6	1	ENSG00000249618.6	LINC02465
4	187468421	187468575	augCGP-11801.t1	13	13	46	37	1	ENSG00000179059.10	ZFP42
5	32048652	32048753	augPB-376.t1	13	11	3	9	84	ENSG00000113360.16	DROSHA
5	48412763	48412879	augPB-431.t1	0	0	0	3	0	ENSG00000151883.18	PARP8
5	71043469	71043579	augPB-513.t2	0	0	1	3	14	ENSG00000198780.12	FAM169A
5	87036534	87036614	augPB-570.t1	64	31	26	10	39	ENSG00000113356.12	POLR3G
5	135597453	135597552	augCGP-9412.t1	0	25	132	50	276	ENSG00000158402.20	CDC25C
5	148814513	148814666	augPB-831.t2	1	0	0	30	146	ENSG00000196743.9	GM2A
5	167286308	167286443	augPB-893.t2	0	0	0	13	0	ENSG00000040275.17	SPDL1
5	174208553	174208574	augPB-932.t2	2	1	1	3	3	ENSG00000196923.14	PDLIM7
5	177465990	177466190	augPB-985.t1	0	1	4	5	6	ENSG00000161011.20	SQSTM1
5	177939447	177939605	augPB-990.t1	0	0	0	51	0	ENSG00000131459.13	GFPT2
6	2918946	2919009	augPB-1544.t3	0	0	0	3	0	ENSG00000137275.14	RIPK1
6	14848492	14848539	augPB-1595.t1	0	0	0	12	0	ENSG00000234261.4	AL138720.1
6	25651008	25651203	augPB-1630.t2	0	2	4	6	2	ENSG00000079691.18	CARMIL1
6	29905117	29905165	augCGP-13204.t1	0	0	99	26	1111	ENSG00000206341.7	HLA-H
6	34024025	34024203	augPB-1805.t1	0	0	0	4	0	ENSG00000137288.10	UQCC2
6	35218474	35218501	augPB-1817.t1	0	0	0	6	0	ENSG00000064995.18	TAF11
6	43457044	43457216	augPB-1907.t2	0	0	0	5	0	ENSG00000112655.16	PTK7
6	76527487	76527602	augPB-2012.t2	15	21	4	5	18	ENSG00000146247.14	PHIP
6	87273510	87273675	augPB-2053.t1	0	0	0	24	29	ENSG00000112159.12	MDN1
6	97226080	97227167	augCGP-13632.t1	31	45	18	53	176	ENSG00000132424.16	PNISR
6	102958469	102958578	augPB-2079.t3	0	3	8	6	2	ENSG00000187772.8	LIN28B
6	109358342	109358416	augPB-2123.t2	0	0	0	6	0	ENSG00000173214.7	MFSD4B
6	114283506	114283588	augPB-2134.t2	0	0	0	10	32	ENSG00000178425.14	NT5DC1
7	195672	195730	augPB-3995.t1	1	0	0	3	53	ENSG00000086232.13	EIF2AK1
7	3882749	3882837	augPB-4050.t1	0	0	0	3	0	ENSG00000224729.6	PCOLCE-AS1
7	7187947	7188013	augCGP-6401.t1	0	0	0	3	0	ENSG00000106610.15	STAG3L4
7	8517427	8517611	augPB-4124.t1	0	0	0	10	0	ENSG00000006704.10	GTF2IRD1
7	29367399	29367463	augPB-4198.t1	0	0	0	3	0	ENSG00000122678.17	POLM
7	35077459	35077507	augPB-4224.t1	0	0	0	3	2	ENSG00000227191.8	TRGC2
7	50435887	50435926	augPB-4297.t1	2	2	3	3	7	ENSG00000122550.18	KLHL7
7	68553723	68553768	augPB-4341.t1	0	0	0	18	0	ENSG00000004864.13	SLC25A13
7	69327816	69327956	augPB-4345.t2	0	1	0	3	3	ENSG00000105854.13	PON2
7	92603715	92603895	augPB-4426.t2	3	2	3	4	20	ENSG00000105856.14	HBP1
8	32518930	32519087	augPB-13894.t3	0	0	0	33	1	ENSG00000129696.12	TTI2
8	58320377	58320515	augPB-13996.t3	1	4	0	3	1	ENSG00000171316.12	CHD7
8	64792467	64792522	augPB-14022.t2	6	9	6	3	35	ENSG00000066777.9	ARFGEF1
8	76507671	76507820	augPB-14050.t1	1	11	42	14	574	ENSG00000104427.12	ZC2HC1A
8	92581833	92582100	augPB-14099.t2	5	2	1	11	9	ENSG00000164944.12	VIRMA
8	139380214	139380325	augPB-14227.t2	0	0	0	26	0	ENSG00000169398.19	PTK2
8	142200205	142200405	augPB-14242.t1	0	0	0	5	0	ENSG00000184428.13	TOP1MT
8	142512017	142512196	augPB-14251.t1	0	0	0	3	0	ENSG00000104524.14	PYCR3
9	4631399	4631485	augPB-5870.t2	2	1	1	3	1	ENSG00000070610.14	GBA2
9	23296172	23296350	augCGP-3586.t1	7	0	1	5	24	ENSG00000044459.15	CNTLN
9	61573013	61573096	augPB-6088.t1	0	5	2	10	38	ENSG00000198000.12	NOL8
9	105436646	105436773	augPB-6375.t1	0	0	0	10	0	ENSG00000130714.16	POMT1
9	106191448	106191487	augPB-6381.t2	0	3	0	3	2	ENSG00000107290.14	SETX
9	107367139	107367260	augPB-6402.t1	0	0	0	3	10	ENSG00000160323.18	ADAMTS13
9	109897733	109897866	augPB-6428.t3	0	0	0	3	0	ENSG00000130560.9	UBAC1
9	111240693	111240885	augPB-6473.t1	0	0	0	3	0	ENSG00000188986.7	NELFB
9	111586858	111586949	augPB-6483.t1	0	0	0	6	0	ENSG00000203993.6	ARRDC1-AS1
Scaffold_45_3m	660838	660974	augPB-3929.t1	0	0	0	6	0	ENSG00000226278.1	PSPHP1
Scaffold_45_3m	1971997	1972096	augPB-3938.t1	0	0	0	8	0	ENSG00000152926.15	ZNF117
Scaffold_46_2m	2626431	2626568	augPB-13215.t1	0	10	20	11	135	ENSG00000186001.14	LRCH3
Scaffold_46_2m	2631359	2631480	augPB-13215.t1	0	0	0	10	0	ENSG00000186001.14	LRCH3
Scaffold_53_404k	82037	82113	augPB-4668.t7	0	0	0	3	0	ENSG00000142082.15	SIRT3
X	11394999	11395166	augCGP-4170.t1	0	23	10	3	2	ENSG00000181544.15	FANCB
X	14889277	14889325	augPB-2410.t2	0	0	2	4	0	ENSG00000102098.19	SCML2
X	44082216	44082456	augPB-2511.t1	18	5	11	39	130	ENSG00000102226.10	USP11
X	59990793	59990885	augPB-2615.t1	6	4	19	5	0	ENSG00000131080.15	EDA2R
X	59993754	59993828	augPB-2615.t1	13	9	17	6	3	ENSG00000131080.15	EDA2R
X	75043978	75044035	augPB-2687.t1	4	0	4	3	0	ENSG00000198157.11	HMGN5
X	95708017	95708242	augPB-2721.t1	0	0	0	4	38	ENSG00000102387.15	TAF7L
X	95878484	95878560	augPB-2727.t2	0	0	0	3	0	ENSG00000196440.11	ARMCX4
X	102495546	102495717	augPB-2779.t1	0	0	1	3	44	ENSG00000277883.1	NLRP3P1
X	102503532	102503703	augPB-2779.t1	0	0	0	3	15	ENSG00000277883.1	NLRP3P1
X	129453774	129453865	augPB-2888.t4	2	2	3	4	14	ENSG00000156504.16	FAM122B
