chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
chr17	50303243	50303435	augPB-11827.t1	0	0	7	0	11	ENSG00000132357.14	CARD6
chr17	83031599	83031737	augPB-11918.t1	0	0	5	2	42	ENSG00000078295.17	ADCY2
chr17	89939332	89939445	augPB-11942.t1	1	1	5	0	62	ENSG00000028310.18	BRD9
chr17	90746631	90747742	augPB-11954.t2	6	2	6	0	1	ENSG00000153404.14	PLEKHG4B
chr18	14337498	14337569	augPB-15553.t1	0	0	133	0	0	ENSG00000079134.12	THOC1
chr18	52272351	52272452	augPB-15677.t6	18	15	9	14	22	ENSG00000074657.13	ZNF532
chr18	55387140	55387224	augPB-15687.t2	1	3	9	0	5	ENSG00000197563.11	PIGN
chr19	698677	698851	augPB-6948.t1	0	0	3	0	0	ENSG00000011132.12	APBA3
chr19	3928494	3928583	augPB-6979.t2	0	0	7	3	63	ENSG00000130544.12	ZNF557
chr19	3929239	3929366	augPB-6979.t2	0	0	8	8	72	ENSG00000130544.12	ZNF557
chr19	4504089	4504179	augPB-6987.t1	0	0	4	0	0	ENSG00000076924.12	XAB2
chr19	7696039	7696100	augPB-7064.t2	0	0	5	0	0	ENSG00000234773.7	AC012618.3
chr19	14469111	14469249	augPB-7189.t2	0	0	4	0	0	ENSG00000064545.15	TMEM161A
chr19	16538957	16539056	augPB-7225.t1	6	4	5	3	27	ENSG00000196705.8	ZNF431
chr19	17224249	17224315	augPB-7232.t1	0	0	5	0	0	ENSG00000198521.11	ZNF43
chr19	17951000	17951127	augPB-7235.t1	0	0	5	8	0	ENSG00000198153.8	ZNF849P
chr19	17951619	17951715	augPB-7235.t1	0	0	5	8	0	ENSG00000198153.8	ZNF849P
chr19	19348499	19348572	augPB-7243.t3	2	0	6	0	0	ENSG00000213096.10	AC092279.1
chr19	29006919	29007022	augPB-7310.t2	0	0	12	0	0	ENSG00000249115.9	HAUS5
chr19	36497535	36497698	augPB-7452.t1	0	2	3	4	43	ENSG00000131115.16	ZNF227
chr19	37100142	37100240	augPB-7464.t1	3	1	7	6	37	ENSG00000125753.14	VASP
chr19	37101261	37101295	augPB-7464.t2	2	0	7	2	39	ENSG00000125753.14	VASP
chr19	39739665	39739747	augPB-7497.t1	0	0	3	0	0	ENSG00000105483.18	CARD8
chr19	43980687	43980816	augPB-7583.t1	0	0	3	0	1	ENSG00000269001.2	AC092070.2
chr19	47864473	47864548	augPB-7653.t3	0	0	3	1	5	ENSG00000176293.19	ZNF135
chr19	48166307	48166440	augPB-7661.t1	0	0	3	0	0	ENSG00000269054.2	AC012313.6
chr20	3123888	3123941	augPB-15800.t2	0	2	3	1	28	ENSG00000088836.14	SLC4A11
chr20	3124062	3124227	augPB-15800.t1	0	5	8	2	60	ENSG00000088836.14	SLC4A11
chr20	5847092	5847217	augPB-15826.t1	0	0	14	0	0	ENSG00000089195.15	TRMT6
chr20	29318791	29318958	augPB-15916.t4	9	16	31	9	20	ENSG00000088325.16	TPX2
chr20	32467580	32467713	augPB-15953.t3	0	0	7	0	0	ENSG00000100991.12	TRPC4AP
chr20	34032012	34032064	augPB-15975.t1	1	2	21	0	0	ENSG00000149636.15	DSN1
chr20	43347840	43348184	augPB-16051.t2	2	1	9	0	89	ENSG00000124160.12	NCOA5
chr20	43666939	43666975	augCGP-13202.t1	0	0	33	0	75	ENSG00000062598.18	ELMO2
chr20	55526720	55526867	augPB-16114.t2	0	15	24	27	503	ENSG00000124224.17	PPP4R1L
chr22	15387553	15387710	augPB-12120.t1	14	7	15	1	16	ENSG00000185666.15	SYN3
chr22	21000631	21000683	augPB-12174.t3	0	1	3	0	0	ENSG00000100206.10	DMC1
chr2a	12315080	12315367	augPB-14233.t3	3	1	6	8	21	ENSG00000158417.11	EIF5B
chr2a	36402302	36402437	augPB-14345.t3	16	20	28	4	38	ENSG00000055917.15	PUM2
chr2a	38706903	38706967	augPB-14350.t1	0	0	5	0	1	ENSG00000228999.4	AC096570.1
chr2a	43182756	43182826	augPB-14385.t2	0	0	4	0	0	ENSG00000119777.20	TMEM214
chr2a	47611024	47611116	augPB-14430.t2	0	0	3	0	0	ENSG00000158125.10	XDH
chr2a	48610817	48611019	augPB-14438.t2	0	3	3	0	10	ENSG00000115760.14	BIRC6
chr2a	70166847	70167022	augPB-14522.t2	1	2	7	1	0	ENSG00000068878.15	PSME4
chr2b	12990514	12990571	augCGP-6410.t1	0	0	5	0	0	ENSG00000136732.16	GYPC
chr2b	14183323	14183458	augPB-4785.t1	1	4	3	0	29	ENSG00000144233.9	AMMECR1L
chr2b	14320206	14320351	augPB-4786.t1	0	1	4	1	57	ENSG00000136715.18	SAP130
chr2b	22367876	22367930	augPB-4830.t1	0	0	18	0	0	ENSG00000048991.16	R3HDM1
chr2b	38152774	38152837	augPB-4857.t3	13	7	8	0	28	ENSG00000080345.18	RIF1
chr2b	39348371	39348418	augPB-4863.t3	2	2	5	2	11	ENSG00000157827.20	FMNL2
chr2b	39348371	39348465	augPB-4863.t1	4	5	8	1	17	ENSG00000157827.20	FMNL2
chr2b	39366804	39366908	augPB-4864.t2	49	51	56	30	138	ENSG00000196504.17	PRPF40A
chr2b	47102817	47102990	augPB-4886.t3	1	1	3	0	16	ENSG00000153250.20	RBMS1
chr2b	58543655	58543723	augPB-4933.t3	0	0	3	0	0	ENSG00000115840.14	SLC25A12
chr2b	96507012	96507087	augPB-5096.t1	2	8	4	1	198	ENSG00000078018.20	MAP2
chr2b	116724085	116724243	augPB-5199.t1	9	27	3	2	485	ENSG00000153827.13	TRIP12
chr2b	116738834	116738994	augPB-5199.t3	9	9	8	1	200	ENSG00000153827.13	TRIP12
chr2b	116790454	116791110	augPB-5199.t8	5	9	4	0	96	ENSG00000153827.13	TRIP12
chr2b	118453229	118453448	augPB-5214.t1	0	3	3	0	2	ENSG00000181798.3	LINC00471
chr2b	120468515	120468623	augPB-5232.t3	7	5	7	5	156	ENSG00000085982.13	USP40
chr3	37378719	37379007	augPB-13358.t2	2	2	6	0	53	ENSG00000144674.16	GOLGA4
chr3	38474932	38475087	augPB-13368.t2	0	0	3	0	6	ENSG00000093217.11	XYLB
chr3	42262167	42262518	augPB-13389.t2	4	7	5	5	26	ENSG00000182606.16	TRAK1
chr3	42614216	42614315	augPB-13393.t2	1	0	8	0	0	ENSG00000093183.14	SEC22C
chr3	42697454	42697559	augPB-13395.t1	4	12	3	1	10	ENSG00000114857.18	NKTR
chr3	47345789	47346027	augPB-13447.t1	14	1	9	2	66	ENSG00000114648.12	KLHL18
chr3	56466677	56466822	augPB-13563.t2	4	2	4	2	0	ENSG00000180376.17	CCDC66
chr3	68636304	68636388	augPB-13610.t1	0	1	3	3	12	ENSG00000163377.16	TAFA4
chr3	104400965	104401154	augPB-13682.t1	4	2	5	2	21	ENSG00000114439.19	BBX
chr3	118014310	118014429	augPB-13739.t1	2	1	3	0	5	ENSG00000051341.14	POLQ
chr3	128990769	128990784	augPB-13827.t2	0	0	12	0	13	ENSG00000138246.17	DNAJC13
chr3	138102863	138102973	augPB-13879.t2	4	1	3	0	15	ENSG00000155903.13	RASA2
chr3	138247287	138247399	augPB-13880.t3	0	0	3	0	1	ENSG00000242104.5	LINC02618
chr3	180172656	180172899	augPB-14019.t2	2	2	3	2	48	ENSG00000163872.16	YEATS2
chr4	224618	224746	augPB-81.t1	0	0	6	0	0	ENSG00000198155.5	ZNF876P
chr4	7084740	7084821	augPB-148.t2	0	0	4	0	0	ENSG00000013288.9	MAN2B2
chr4	50294198	50294260	augPB-277.t1	0	0	3	0	0	ENSG00000248049.7	UBA6-AS1
chr4	63513400	63513489	augPB-307.t1	7	26	6	3	55	ENSG00000157404.15	KIT
chr4	86504354	86504415	augPB-415.t3	0	1	3	0	2	ENSG00000138640.15	FAM13A
chr4	100537989	100538060	augPB-446.t3	0	0	3	0	0	ENSG00000164037.17	SLC9B1
chr4	107143635	107143812	augPB-471.t1	0	1	5	2	233	ENSG00000138802.11	SEC24B
chr5	570491	570604	augPB-8421.t2	2	1	14	0	12	ENSG00000141562.18	NARF
chr5	3081237	3081417	augPB-8468.t2	0	0	52	6	354	ENSG00000167291.16	TBC1D16
chr5	17807845	17807987	augPB-8593.t1	11	0	4	1	1	ENSG00000007314.12	SCN4A
chr5	17808804	17808905	augPB-8593.t1	11	0	5	1	1	ENSG00000007314.12	SCN4A
chr5	19971804	19971906	augPB-8620.t2	1	0	3	0	1	ENSG00000136492.9	BRIP1
chr5	23133868	23133979	augPB-8648.t1	0	0	20	0	0	ENSG00000108384.15	RAD51C
chr5	32775978	32776095	augPB-8714.t3	16	8	13	5	13	ENSG00000159217.10	IGF2BP1
chr5	37010244	37010767	augPB-8764.t5	4	1	3	0	0	ENSG00000186185.14	KIF18B
chr5	37787125	37787206	augPB-8784.t2	3	3	4	0	13	ENSG00000125319.14	HROB
chr5	38882243	38882412	augPB-8801.t1	0	4	5	0	0	ENSG00000012048.23	BRCA1
chr5	41930809	41930887	augPB-8868.t1	26	5	13	0	175	ENSG00000008838.20	MED24
chr5	44866750	44866999	augPB-8910.t4	29	22	33	52	193	ENSG00000278311.5	GGNBP2
chr5	44867785	44867934	augPB-8910.t4	29	22	35	52	198	ENSG00000278311.5	GGNBP2
chr5	44868018	44868144	augPB-8910.t4	59	40	52	55	1323	ENSG00000278311.5	GGNBP2
chr5	44868532	44868683	augPB-8910.t4	58	40	52	55	1316	ENSG00000278311.5	GGNBP2
chr5	44872438	44872633	augPB-8910.t4	59	40	51	52	1309	ENSG00000278311.5	GGNBP2
chr5	44874561	44874736	augPB-8910.t4	65	48	60	54	1476	ENSG00000278311.5	GGNBP2
chr5	44875790	44876000	augPB-8910.t5	26	21	29	0	534	ENSG00000278311.5	GGNBP2
chr5	44875796	44876000	augPB-8910.t4	36	25	31	0	946	ENSG00000278311.5	GGNBP2
chr5	60594143	60594206	augPB-9088.t2	0	0	20	1	0	ENSG00000113318.11	MSH3
chr5	70269924	70270004	augPB-9109.t2	64	31	26	10	39	ENSG00000113356.12	POLR3G
chr5	94701776	94701940	augPB-9171.t2	1	0	3	0	10	ENSG00000164219.10	PGGT1B
chr5	117881484	117881583	augCGP-11109.t1	0	25	132	50	276	ENSG00000158402.20	CDC25C
chr5	117902917	117903069	augPB-9272.t1	3	0	4	0	0	ENSG00000120709.11	FAM53C
chr5	121435713	121435854	augPB-9323.t3	0	0	69	0	0	ENSG00000081791.9	DELE1
chr5	127406866	127406973	augPB-9343.t1	0	0	6	0	0	ENSG00000164265.9	SCGB3A2
chr6	8793	8934	augPB-6101.t4	0	0	9	0	0	ENSG00000181404.17	WASHC1
chr6	10693264	10693430	augPB-6151.t1	16	6	15	2	0	ENSG00000111845.5	PAK1IP1
chr6	14714276	14714334	augPB-6173.t1	0	0	5	0	0	ENSG00000229646.2	AL109914.1
chr6	15124020	15124100	augPB-6174.t1	0	0	15	1	0	ENSG00000234261.4	AL138720.1
chr6	25690168	25690363	augPB-6214.t1	0	2	4	6	2	ENSG00000079691.18	CARMIL1
chr6	31591408	31591606	augCGP-1859.t1	0	83	149	17	3336	ENSG00000204463.12	BAG6
chr6	31739010	31739098	augPB-6321.t1	1	0	3	0	159	ENSG00000204394.13	VARS1
chr6	31809592	31809712	augPB-6326.t1	0	0	11	0	1	ENSG00000204386.11	NEU1
chr6	41220524	41220673	augPB-6451.t3	10	4	5	2	13	ENSG00000001167.14	NFYA
chr6	43713902	43713926	augPB-6496.t3	2	1	4	1	5	ENSG00000124571.18	XPO5
chr6	53632758	53632865	augPB-6549.t1	0	0	26	0	0	ENSG00000001084.13	GCLC
chr6	71860254	71860511	augCGP-2150.t1	0	0	2927	2941	0	ENSG00000156508.18	EEF1A1
chr6	80572457	80572580	augPB-6605.t1	1	0	6	0	0	ENSG00000005700.15	IBTK
chr6	85900399	85900471	augPB-6627.t1	1	4	12	0	1	ENSG00000146282.18	RARS2
chr6	88253562	88253615	augPB-6642.t1	0	4	5	1	47	ENSG00000118412.12	CASP8AP2
chr6	91657539	91657653	augPB-6646.t4	3	3	3	0	12	ENSG00000135333.14	EPHA7
chr6	91667671	91667840	augPB-6646.t3	2	5	3	0	27	ENSG00000135333.14	EPHA7
chr6	97775843	97776930	augCGP-2222.t1	31	45	18	53	176	ENSG00000132424.16	PNISR
chr6	158077062	158077199	augPB-6895.t1	0	0	5	0	67	ENSG00000197081.14	IGF2R
chr7	37050525	37050749	augPB-887.t1	15	37	6	3	0	ENSG00000011426.11	ANLN
chr7	59332088	59332212	augPB-974.t1	0	13	8	15	2	ENSG00000286456.1	AC016769.5
chr7	71750849	71750898	augPB-1079.t1	0	0	5	0	0	ENSG00000121716.20	PILRB
chr7	72624980	72625113	augPB-1100.t4	2	1	3	0	21	ENSG00000196652.11	ZKSCAN5
chr7	143367686	143367778	augPB-1402.t5	0	2	5	0	36	ENSG00000013374.16	NUB1
chr7	143388537	143388667	augPB-1402.t2	0	0	8	0	40	ENSG00000013374.16	NUB1
chr8	16405546	16405735	augPB-3446.t5	1	7	7	0	69	ENSG00000078674.17	PCM1
chr8	16465890	16466037	augPB-3446.t1	8	4	6	0	70	ENSG00000078674.17	PCM1
chr8	35897598	35897747	augPB-3559.t1	1	11	42	14	574	ENSG00000104427.12	ZC2HC1A
chr8	47358163	47358218	augPB-3586.t3	6	9	6	3	35	ENSG00000066777.9	ARFGEF1
chr8	53745081	53745239	augPB-3614.t2	16	22	11	2	13	ENSG00000171316.12	CHD7
chr8	55995876	55995985	augCGP-7720.t1	0	9	24	10	90	ENSG00000035681.9	NSMAF
chr8	66881197	66881205	augPB-3654.t1	0	0	67	0	0	ENSG00000253729.8	PRKDC
chr8	85520938	85521029	augPB-3737.t2	0	7	10	1	2	ENSG00000251136.9	AF117829.1
chr8	85521740	85521812	augPB-3737.t2	0	0	10	0	0	ENSG00000251136.9	AF117829.1
chr9	4116562	4116696	augPB-10900.t2	14	9	11	0	24	ENSG00000221829.9	FANCG
chr9	38815923	38816067	augPB-11025.t1	1	14	14	10	0	ENSG00000107104.19	KANK1
chr9	46128692	46128789	augPB-11053.t2	1	0	3	1	8	ENSG00000156017.13	CARNMT1
chr9	52747582	52747770	augPB-11071.t1	3	1	5	1	65	ENSG00000196781.16	TLE1
chr9	68602134	68602184	augPB-11156.t2	0	3	6	0	0	ENSG00000136925.15	TSTD2
chr9	99391598	99391724	augPB-11355.t1	0	0	7	0	0	ENSG00000119333.11	WDR34
chrX	13150966	13151133	augCGP-2558.t1	0	23	10	3	2	ENSG00000181544.15	FANCB
chrX	45666819	45666962	augPB-4136.t1	1	0	3	1	29	ENSG00000147124.12	ZNF41
chrX	59205203	59205351	augPB-4236.t2	11	4	36	15	30	ENSG00000001497.16	LAS1L
chrX	60339689	60339781	augPB-4241.t1	6	4	19	5	0	ENSG00000131080.15	EDA2R
chrX	60342654	60342728	augPB-4241.t1	13	9	17	6	3	ENSG00000131080.15	EDA2R
chrX	74848965	74849022	augPB-4316.t2	4	0	4	3	0	ENSG00000198157.11	HMGN5
chrX	124203603	124203779	augPB-4509.t2	2	2	4	1	2	ENSG00000165675.16	ENOX2
chrX	129825799	129826200	augPB-4539.t4	0	0	4	0	0	ENSG00000129680.16	MAP7D3
chrX	144414747	144414837	augPB-4573.t1	3	0	8	0	1	ENSG00000102181.21	CD99L2
