chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
chr10	64415532	64415619	augCGP-7912.t1	25	24	9	3	6	ENSG00000138336.9	TET1
chr10	66350588	66350785	augPB-15414.t2	0	3	1	0	1	ENSG00000107719.9	PALD1
chr10	82269045	82269146	augPB-15489.t2	2	3	2	0	11	ENSG00000062650.19	WAPL
chr10	98002414	98002489	augPB-15624.t1	5	35	2	13	0	ENSG00000166197.16	NOLC1
chr10	98217209	98217403	augCGP-8167.t1	10	42	0	5	351	ENSG00000107862.5	GBF1
chr10	108336511	108336579	augPB-15680.t3	5	6	8	0	11	ENSG00000023041.11	ZDHHC6
chr11	18888738	18888879	augPB-5174.t1	8	6	4	1	32	ENSG00000177054.14	ZDHHC13
chr11	45703302	45703551	augPB-5256.t3	1	3	9	0	86	ENSG00000135365.15	PHF21A
chr11	57778685	57778811	augPB-5345.t1	0	796	318	163	1675	ENSG00000134824.14	FADS2
chr11	73462723	73464489	augPB-5606.t2	4	11	9	0	2	ENSG00000048649.13	RSF1
chr11	113167831	113167955	augPB-5751.t5	1	4	3	2	48	ENSG00000110274.16	CEP164
chr11	120406288	120406337	augPB-5806.t3	0	8	0	1	0	ENSG00000154144.13	TBRG1
chr12	32639222	32639449	augPB-3060.t5	5	42	16	6	225	ENSG00000076108.11	BAZ2A
chr12	33071339	33071456	augPB-3074.t5	3	3	2	0	47	ENSG00000139613.12	SMARCC2
chr12	130557753	130557906	augPB-3639.t2	4	4	0	1	28	ENSG00000090615.15	GOLGA3
chr13	33595431	33595610	augPB-13719.t1	9	9	4	2	0	ENSG00000136110.13	CNMD
chr13	75813711	75813725	augPB-13762.t3	0	4	1	0	1	ENSG00000088451.11	TGDS
chr13	94915964	94916031	augPB-13830.t1	7	5	8	21	159	ENSG00000198176.13	TFDP1
chr13	95259494	95259643	augPB-13835.t2	0	4	0	1	107	ENSG00000185989.11	RASA3
chr13	95260153	95260310	augPB-13835.t2	0	4	0	1	105	ENSG00000185989.11	RASA3
chr13	95262911	95263016	augPB-13835.t2	0	3	0	1	99	ENSG00000185989.11	RASA3
chr14	21344782	21344867	augPB-4631.t1	0	4	0	0	0	ENSG00000286123.1	AL049828.2
chr14	21353147	21353263	augPB-4631.t1	0	4	0	0	0	ENSG00000286123.1	AL049828.2
chr14	39280375	39280508	augPB-4708.t3	13	43	31	3	518	ENSG00000100578.17	KIAA0586
chr14	39368451	39368617	augPB-4708.t3	0	9	0	0	0	ENSG00000100578.17	KIAA0586
chr14	44782579	44782723	augPB-4741.t1	0	9	0	0	0	ENSG00000054654.17	SYNE2
chr14	54088833	54089118	augPB-4799.t4	3	6	7	3	69	ENSG00000133961.20	NUMB
chr15	5326687	5326818	augPB-12486.t13	1	521	154	85	147	ENSG00000224078.15	SNHG14
chr15	21900835	21900886	augPB-12612.t1	0	20	0	0	0	ENSG00000067369.13	TP53BP1
chr15	37530032	37530291	augPB-12697.t1	4	21	1	1	15	ENSG00000157450.15	RNF111
chr15	54288219	54288321	augPB-12834.t1	0	6	1	0	2	ENSG00000167196.14	FBXO22
chr15	67851733	67851871	augPB-12917.t2	6	20	4	0	4	ENSG00000140525.17	FANCI
chr16	37278	37381	augPB-2203.t1	0	3	0	0	0	ENSG00000103148.16	NPRL3
chr16	2506717	2506823	augPB-2287.t2	2	3	1	0	60	ENSG00000167967.16	E4F1
chr16	3228736	3228919	augPB-2304.t1	0	4	0	2	0	ENSG00000162076.13	FLYWCH2
chr16	15206197	15206233	augPB-2395.t1	0	5	0	0	0	ENSG00000179889.19	PDXDC1
chr16	15206342	15206403	augPB-2395.t1	0	5	0	0	0	ENSG00000179889.19	PDXDC1
chr16	15210488	15210633	augPB-2395.t1	0	5	0	0	0	ENSG00000179889.19	PDXDC1
chr16	22446819	22446967	augPB-2440.t1	0	3	0	0	0	ENSG00000261740.6	BOLA2-SMG1P6
chr16	22447341	22447501	augPB-2440.t1	0	3	0	0	0	ENSG00000261740.6	BOLA2-SMG1P6
chr16	25159931	25160094	augPB-2486.t2	0	3	1	1	18	ENSG00000134398.15	AC008870.1
chr16	59531827	59532097	augPB-2702.t4	0	7	0	0	0	ENSG00000261556.10	SMG1P7
chr17	8156112	8156229	augPB-202.t3	16	8	13	5	13	ENSG00000159217.10	IGF2BP1
chr17	8525708	8526062	augPB-209.t2	1	4	1	0	2	ENSG00000067596.12	DHX8
chr17	9183114	9183195	augPB-221.t1	3	3	4	0	13	ENSG00000125319.14	HROB
chr17	19967180	19967429	augCGP-8741.t1	29	22	33	52	193	ENSG00000278311.5	GGNBP2
chr17	19968227	19968376	augCGP-8741.t1	29	22	35	52	198	ENSG00000278311.5	GGNBP2
chr17	19968460	19968586	augCGP-8741.t1	59	40	52	55	1323	ENSG00000278311.5	GGNBP2
chr17	19968975	19969126	augCGP-8741.t1	58	40	52	55	1316	ENSG00000278311.5	GGNBP2
chr17	19972907	19973102	augCGP-8741.t1	59	40	51	52	1309	ENSG00000278311.5	GGNBP2
chr17	19975045	19975220	augCGP-8741.t1	65	48	60	54	1476	ENSG00000278311.5	GGNBP2
chr17	19976268	19976478	augPB-397.t3	26	21	29	0	534	ENSG00000278311.5	GGNBP2
chr17	19976274	19976478	augCGP-8741.t1	36	25	31	0	946	ENSG00000278311.5	GGNBP2
chr17	27925254	27925394	augPB-483.t3	6	6	0	5	27	ENSG00000109084.14	TMEM97
chr17	68781837	68781930	augPB-793.t1	0	4	0	0	0	ENSG00000161526.15	SAP30BP
chr18	7981719	7981879	augPB-11643.t1	1	9	2	2	12	ENSG00000101680.15	LAMA1
chr18	53219081	53219182	augPB-11785.t6	18	15	9	14	22	ENSG00000074657.13	ZNF532
chr19	3865584	3865687	augPB-7832.t1	0	7	0	0	0	ENSG00000077009.13	NMRK2
chr19	5536191	5536250	augPB-7863.t1	0	29	0	0	0	ENSG00000130254.12	SAFB2
chr19	10724274	10724368	augPB-7940.t1	1	5	0	7	1	ENSG00000130816.16	DNMT1
chr19	30364109	30364228	augPB-8201.t1	1	3	0	2	1	ENSG00000178904.19	DPY19L3
chr19	31443736	31443920	augPB-8216.t1	0	93	0	0	0	ENSG00000124299.15	PEPD
chr19	41650328	41650412	augPB-8396.t2	0	4	1	0	0	ENSG00000105771.14	SMG9
chr19	46101213	46101366	augCGP-5201.t1	0	4	0	0	0	ENSG00000105483.18	CARD8
chr19	46104086	46104221	augCGP-5201.t1	0	4	0	0	0	ENSG00000105483.18	CARD8
chr19	55714265	55714386	augPB-8683.t1	0	4	0	5	1	ENSG00000121417.14	ZNF211
chr20	255260	255404	augPB-6021.t2	1	14	14	10	0	ENSG00000107104.19	KANK1
chr20	3634350	3634515	augPB-6065.t2	0	5	8	2	60	ENSG00000088836.14	SLC4A11
chr20	3634350	3634518	augPB-6065.t1	0	3	2	1	0	ENSG00000088836.14	SLC4A11
chr20	4253340	4253492	augPB-6074.t2	0	13	0	0	0	ENSG00000088888.18	MAVS
chr20	47232273	47232559	augPB-6331.t1	12	7	2	1	38	ENSG00000124151.19	NCOA3
chr20	57897650	57897797	augPB-6386.t1	0	15	24	27	503	ENSG00000124224.17	PPP4R1L
chr20	63422216	63422281	augPB-6445.t2	0	3	0	0	0	ENSG00000101246.20	ARFRP1
chr21	23689626	23689735	augCGP-2260.t1	0	14	0	0	0	ENSG00000182670.13	TTC3
chr21	29528338	29528435	augPB-5973.t1	0	3	1	2	27	ENSG00000160199.15	PKNOX1
chr21	33188714	33188879	augPB-6017.t2	0	27	0	0	0	ENSG00000160310.18	PRMT2
chr22	6805513	6805690	augCGP-14731.t1	27	44	142	13	40	ENSG00000276950.5	GSTT4
chr22	6808051	6808202	augCGP-14731.t1	30	41	95	8	11	ENSG00000276950.5	GSTT4
chr22	6810397	6810485	augCGP-14731.t1	19	26	44	7	40	ENSG00000276950.5	GSTT4
chr22	7373855	7374021	augCGP-14741.t1	0	5	20	13	453	ENSG00000138867.16	GUCD1
chr22	15818768	15818925	augPB-6659.t1	14	7	15	1	16	ENSG00000185666.15	SYN3
chr22	21434281	21434417	augPB-6715.t1	0	3	1	1	0	ENSG00000184949.16	FAM227A
chr22	23993854	23993965	augPB-6750.t1	3	3	1	0	0	ENSG00000100393.14	EP300
chr2p	20212309	20212444	augPB-11133.t3	16	20	28	4	38	ENSG00000055917.15	PUM2
chr2p	32463514	32463646	augPB-11224.t2	14	12	0	0	16	ENSG00000115760.14	BIRC6
chr2p	73586761	73586924	augPB-11400.t1	0	3	0	0	1	ENSG00000116127.18	ALMS1
chr2q	14307238	14307373	augPB-14565.t1	1	4	3	0	29	ENSG00000144233.9	AMMECR1L
chr2q	37995620	37995683	augPB-14631.t3	13	7	8	0	28	ENSG00000080345.18	RIF1
chr2q	39213469	39213563	augPB-14639.t3	4	5	8	1	17	ENSG00000157827.20	FMNL2
chr2q	39231904	39232008	augPB-14640.t1	49	51	56	30	138	ENSG00000196504.17	PRPF40A
chr2q	56378203	56378386	augPB-14692.t2	0	18	0	0	0	ENSG00000138385.16	SSB
chr2q	88305008	88305173	augPB-14829.t1	2	13	6	3	20	ENSG00000003393.15	ALS2
chr2q	103186653	103186765	augPB-14886.t1	1	4	0	0	0	ENSG00000197756.10	RPL37A
chr2q	105896982	105897257	augPB-14922.t1	0	22	0	0	0	ENSG00000115661.14	STK16
chr2q	116433749	116433907	augPB-14965.t2	9	27	3	2	485	ENSG00000153827.13	TRIP12
chr2q	116448538	116448698	augPB-14965.t8	9	9	8	1	200	ENSG00000153827.13	TRIP12
chr2q	116499804	116500460	augPB-14965.t1	5	9	4	0	96	ENSG00000153827.13	TRIP12
chr3	42447433	42447778	augPB-7029.t3	4	7	5	5	26	ENSG00000182606.16	TRAK1
chr3	42878290	42878395	augPB-7034.t2	4	12	3	1	10	ENSG00000114857.18	NKTR
chr3	47171650	47171776	augPB-7081.t2	0	6	0	0	0	ENSG00000160799.11	CCDC12
chr3	49281116	49281215	augPB-7111.t1	2	5	3	0	39	ENSG00000178057.15	NDUFAF3
chr3	122108733	122108961	augPB-7402.t3	0	21	0	0	0	ENSG00000175455.15	CCDC14
chr3	183320771	183320889	augPB-7652.t1	0	3	0	0	0	ENSG00000113790.11	EHHADH
chr3	196200504	196200641	augPB-7725.t3	0	10	20	11	135	ENSG00000186001.14	LRCH3
chr3	196269625	196269757	augPB-7726.t1	0	3	6	1	342	ENSG00000114473.14	IQCG
chr4	397611	397725	augPB-1624.t2	0	16	0	0	15	ENSG00000163956.13	LRPAP1
chr4	5815593	5815814	augPB-1681.t2	0	5	1	0	6	ENSG00000072832.15	CRMP1
chr4	61466650	61466744	augPB-1860.t1	0	17	0	7	0	ENSG00000145241.11	CENPC
chr4	72394631	72394674	augPB-1875.t2	0	3	0	0	0	ENSG00000174780.17	SRP72
chr4	74168894	74168983	augPB-1887.t2	7	26	6	3	55	ENSG00000157404.15	KIT
chr4	107992377	107992496	augPB-1992.t1	0	13	0	0	0	ENSG00000138792.10	ENPEP
chr4	126217529	126217601	augPB-2044.t3	0	11	0	0	3	ENSG00000077684.16	JADE1
chr4	180726946	180727176	augPB-2162.t1	2	3	0	0	3	ENSG00000218336.9	TENM3
chr5	20234114	20234188	augPB-1021.t1	1	3	1	1	7	ENSG00000133302.13	SLF1
chr5	20497414	20497594	augPB-1022.t1	0	3	1	1	33	ENSG00000185261.14	KIAA0825
chr5	24432220	24432300	augPB-1030.t1	64	31	26	10	39	ENSG00000113356.12	POLR3G
chr5	61273116	61273217	augPB-1187.t1	13	11	3	9	84	ENSG00000113360.16	DROSHA
chr5	81225918	81226037	augPB-1212.t1	12	7	4	1	45	ENSG00000145725.19	PPIP5K2
chr5	116506277	116506376	augCGP-12260.t1	0	25	132	50	276	ENSG00000158402.20	CDC25C
chr5	119840381	119840534	augPB-1388.t3	0	5	0	0	0	ENSG00000120318.16	ARAP3
chr5	126470473	126470526	augPB-1414.t2	0	3	0	0	0	ENSG00000247199.5	AC011346.1
chr5	133055516	133055633	augPB-1463.t1	0	24	0	0	0	ENSG00000082516.9	GEMIN5
chr5	133081628	133081745	augPB-1463.t2	6	3	6	6	9	ENSG00000082516.9	GEMIN5
chr6	10554800	10554966	augPB-10315.t1	16	6	15	2	0	ENSG00000111845.5	PAK1IP1
chr6	29450985	29451033	augPB-10415.t1	0	73	68	0	1111	ENSG00000206341.7	HLA-H
chr6	32919523	32919577	augPB-10522.t1	1	115	1	0	9	ENSG00000237649.8	KIFC1
chr6	40617065	40617214	augPB-10592.t1	10	4	5	2	13	ENSG00000001167.14	NFYA
chr6	42188463	42188564	augPB-10611.t2	1	6	0	0	4	ENSG00000024048.10	UBR2
chr6	76438003	76438118	augPB-10739.t1	15	21	4	5	18	ENSG00000146247.14	PHIP
chr6	87355499	87355552	augPB-10783.t1	0	4	5	1	47	ENSG00000118412.12	CASP8AP2
chr6	90759049	90759163	augPB-10788.t1	3	3	3	0	12	ENSG00000135333.14	EPHA7
chr6	90769199	90769368	augPB-10788.t2	2	5	3	0	27	ENSG00000135333.14	EPHA7
chr6	96820885	96821972	augCGP-7412.t1	31	45	18	53	176	ENSG00000132424.16	PNISR
chr6	108974298	108974446	augPB-10851.t1	0	3	0	0	0	ENSG00000231889.7	TRAF3IP2-AS1
chr6	141784868	141784937	augPB-10964.t5	0	4	0	0	0	ENSG00000152818.18	UTRN
chr6	141796747	141796986	augPB-10964.t2	2	4	0	0	1	ENSG00000152818.18	UTRN
chr6	158608603	158608690	augPB-11033.t2	0	3	0	0	0	ENSG00000085511.20	MAP3K4
chr7	2445025	2445106	augPB-3763.t2	0	6	8	33	179	ENSG00000106266.11	SNX8
chr7	30556338	30556545	augPB-3883.t2	0	3	1	0	0	ENSG00000106100.11	NOD1
chr7	36507336	36507560	augPB-3906.t3	15	37	6	3	0	ENSG00000011426.11	ANLN
chr7	45433503	45433691	augPB-3955.t3	0	32	55	0	0	ENSG00000136270.14	TBRG4
chr7	60015341	60015465	augPB-4002.t1	0	13	8	15	2	ENSG00000286456.1	AC016769.5
chr7	61805845	61805952	augPB-4019.t3	0	12	0	0	0	ENSG00000229180.7	AC006001.3
chr7	70780093	70780136	augPB-4052.t2	24	15	0	0	0	ENSG00000277149.5	TYW1B
chr7	83080439	83080555	augPB-4102.t3	5	7	0	0	0	ENSG00000164659.15	KIAA1324L
chr7	105089336	105089522	augPB-4268.t2	1	5	1	0	82	ENSG00000091129.21	NRCAM
chr7	105416533	105416661	augPB-4269.t2	3	11	3	5	0	ENSG00000135241.17	PNPLA8
chr7	123027987	123028016	augPB-4310.t1	0	3	0	0	0	ENSG00000197462.3	AC003975.1
chr8	17738510	17738699	augPB-13042.t1	1	7	7	0	69	ENSG00000078674.17	PCM1
chr8	17801850	17801997	augPB-13042.t1	8	4	6	0	70	ENSG00000078674.17	PCM1
chr8	45715269	45715371	augPB-13195.t2	4	10	2	1	16	ENSG00000253729.8	PRKDC
chr8	56543861	56543970	augCGP-991.t1	0	9	24	10	90	ENSG00000035681.9	NSMAF
chr8	58779480	58779638	augPB-13233.t1	16	22	11	2	13	ENSG00000171316.12	CHD7
chr8	65300318	65300373	augPB-13261.t1	6	9	6	3	35	ENSG00000066777.9	ARFGEF1
chr8	68223588	68223805	augPB-13266.t1	0	3	0	0	5	ENSG00000140396.13	NCOA2
chr8	76794177	76794326	augPB-13285.t1	1	11	42	14	574	ENSG00000104427.12	ZC2HC1A
chr8	94021479	94021612	augPB-13338.t1	0	3	11	0	0	ENSG00000156466.10	GDF6
chr9	39241	39371	augPB-11842.t1	0	68	0	0	0	ENSG00000183784.7	DOCK8-AS1
chr9	40497	40563	augPB-11842.t1	0	86	0	0	0	ENSG00000183784.7	DOCK8-AS1
chr9	40666	40735	augPB-11842.t1	0	87	0	0	0	ENSG00000183784.7	DOCK8-AS1
chr9	35338186	35338311	augPB-11964.t2	5	25	5	5	20	ENSG00000198722.14	UNC13B
chr9	35613157	35613420	augPB-11969.t1	0	7	0	0	0	ENSG00000137135.18	ARHGEF39
chr9	46912526	46912731	augPB-12020.t2	1	4	2	1	157	ENSG00000106829.19	TLE4
chr9	69777224	69777274	augPB-12124.t2	0	3	6	0	0	ENSG00000136925.15	TSTD2
chr9	73669329	73669411	augPB-12149.t1	0	3	0	0	15	ENSG00000136870.10	ZNF189
chr9	85453092	85453165	augPB-12198.t1	0	5	0	0	31	ENSG00000119321.9	FKBP15
chr9	103787674	103787919	augPB-12351.t1	0	3	1	0	0	ENSG00000130714.16	POMT1
chr9	104872654	104872823	augCGP-15881.t1	0	14	14	50	93	ENSG00000125485.17	DDX31
chr9	106296998	106297124	augPB-12384.t1	5	9	3	1	128	ENSG00000169925.17	BRD3
chr9	109987438	109987998	augPB-12448.t1	0	9	0	0	0	ENSG00000181090.21	EHMT1
chrX	2549173	2549278	augPB-13869.t1	32	58	35	32	17	ENSG00000056998.20	GYG2
chrX	14813222	14813389	augCGP-12606.t1	0	23	10	3	2	ENSG00000181544.15	FANCB
chrX	15295392	15295544	augPB-13905.t3	2	3	1	0	1	ENSG00000165195.15	PIGA
chrX	41128790	41128939	augPB-13997.t2	14	18	15	0	5	ENSG00000124486.13	USP9X
chrX	51481587	51481740	augPB-14076.t2	0	36	0	0	0	ENSG00000179222.17	MAGED1
chrX	51482169	51482295	augPB-14076.t2	0	36	0	0	4	ENSG00000179222.17	MAGED1
chrX	53220195	53220362	augPB-14088.t3	4	10	9	0	4	ENSG00000086758.16	HUWE1
chrX	61930892	61930984	augPB-14127.t1	6	4	19	5	0	ENSG00000131080.15	EDA2R
chrX	61933849	61933923	augPB-14127.t1	13	9	17	6	3	ENSG00000131080.15	EDA2R
chrX	125342439	125342491	augPB-14360.t1	2	5	1	0	1	ENSG00000056277.16	ZNF280C
chrX	149153523	149153621	augPB-14467.t2	0	6	1	0	0	ENSG00000180879.14	SSR4
